Date,Region,Sales Rep,Customer,Product,Sales
12/10/2005,South,Sean,McLendon's Hardware,AHT Product,"₹2,601.29 "
12/11/2005,South,Jennifer,Chevron,FLS Product,"₹3,554.73 "
12/11/2005,South,Yelena,Chevron,UNQ Product,"₹1,682.53 "
12/12/2005,South,Dollie,McLendon's Hardware,ABZ Product,"₹2,367.95 "
12/14/2005,South,T-Do,Sherman Williams,JVI Product,"₹4,767.07 "
12/17/2005,South,Olga,Office Depot,IQE Product,"₹3,182.84 "
12/17/2005,South,Sean,Sherman Williams,JVI Product,"₹2,388.90 "
12/20/2005,South,Luke,Google,SBM Product,"₹6,501.53 "
12/21/2005,South,T-Do,Chevron,HQZ Product,"₹4,425.21 "
12/22/2005,South,Sandy,MrExcel.com,XTP Product,"₹9,281.64 "
12/26/2005,South,Tatyana,McLendon's Hardware,XTP Product,"₹2,791.82 "
12/27/2005,South,Rhonda,Sherman Williams,IQE Product,"₹2,211.71 "
12/28/2005,South,Scott,Amazon.com,LTX Product,"₹2,633.86 "
12/28/2005,South,Stevie,Amazon.com,SBM Product,"₹5,558.76 "
12/29/2005,South,Jennifer,Whole Foods,EGV Product,"₹7,365.11 "
12/30/2005,South,Sunshine,Sherman Williams,UWT Product,"₹2,566.34 "
12/31/2005,South,Dollie,MrExcel.com,EGV Product,"₹4,651.05 "
1/1/2006,South,Nicole,McLendon's Hardware,LTX Product,"₹2,339.58 "
1/2/2006,South,Scott,Sherman Williams,LTX Product,"₹5,173.40 "
1/5/2006,South,Sunshine,Nature Company,AHT Product,₹877.44 
1/6/2006,South,Tatyana,Chevron,EGV Product,"₹6,742.41 "
1/7/2006,South,Rhonda,Nature Company,SBM Product,"₹7,003.80 "
1/7/2006,South,T-Do,Amazon.com,IQE Product,"₹2,145.66 "
1/8/2006,South,Nicole,Amazon.com,SBM Product,"₹6,286.05 "
1/9/2006,South,Olga,Home Depot,AHT Product,"₹9,538.44 "
1/13/2006,South,T-Do,McLendon's Hardware,UNQ Product,"₹2,269.86 "
1/13/2006,South,Scott,Nature Company,HQZ Product,"₹9,575.51 "
1/14/2006,South,Stevie,Google,UWT Product,"₹2,366.72 "
1/14/2006,South,Sandy,MrExcel.com,XTP Product,₹47.42 
1/15/2006,South,Olga,Chevron,SBM Product,₹890.29 
1/17/2006,South,Sunshine,Google,HQZ Product,"₹5,158.34 "
1/17/2006,South,Dollie,Google,FLS Product,"₹6,033.17 "
1/17/2006,South,Luke,Sherman Williams,LTX Product,₹393.44 
1/18/2006,South,Nicole,Chevron,UWT Product,"₹9,360.57 "
1/20/2006,South,Sean,Chevron,EGV Product,"₹6,383.29 "
1/23/2006,South,Svetlana,McLendon's Hardware,FLS Product,"₹4,815.40 "
1/25/2006,South,Jennifer,Whole Foods,UWT Product,₹98.74 
1/26/2006,South,Dollie,Google,IQE Product,"₹1,334.96 "
1/30/2006,South,Stevie,MrExcel.com,XTP Product,"₹9,766.26 "
1/31/2006,South,Sunshine,Whole Foods,DVI Product,"₹5,428.09 "
2/4/2006,South,Rhonda,Sherman Williams,JVI Product,"₹3,175.86 "
2/5/2006,South,T-Do,Whole Foods,EGV Product,"₹6,686.51 "
2/5/2006,South,Nicole,Amazon.com,UNQ Product,"₹7,180.26 "
2/5/2006,South,Sirima,Home Depot,DVI Product,"₹7,729.06 "
2/8/2006,South,Sean,Whole Foods,ABZ Product,"₹4,661.54 "
2/8/2006,South,Sunshine,Google,LTX Product,"₹5,694.02 "
2/9/2006,South,Roman,Sherman Williams,AHT Product,"₹4,969.50 "
2/9/2006,South,Tatyana,Sherman Williams,AHT Product,"₹4,482.33 "
2/11/2006,South,Rhonda,McLendon's Hardware,UNQ Product,"₹7,738.16 "
2/11/2006,South,T-Do,Home Depot,HQZ Product,₹426.11 
2/12/2006,South,Nicole,McLendon's Hardware,EGV Product,₹85.78 
2/12/2006,South,Scott,Amazon.com,HQZ Product,"₹7,746.08 "
2/13/2006,South,Olga,Amazon.com,FLS Product,"₹6,773.77 "
2/15/2006,South,Tatyana,Nature Company,FLS Product,"₹6,561.52 "
2/16/2006,South,Sirima,Amazon.com,LTX Product,"₹8,525.84 "
2/17/2006,South,Scott,Home Depot,UNQ Product,"₹6,577.88 "
2/19/2006,South,Jennifer,Whole Foods,UWT Product,"₹2,668.05 "
2/20/2006,South,Dollie,Office Depot,DVI Product,"₹3,096.30 "
2/20/2006,South,Roman,Google,AHT Product,"₹3,954.38 "
2/21/2006,South,T-Do,Whole Foods,JVI Product,"₹1,383.67 "
2/24/2006,South,Olga,Amazon.com,JVI Product,"₹4,930.65 "
2/25/2006,South,Roman,Home Depot,UNQ Product,"₹9,295.01 "
2/27/2006,South,Stevie,Home Depot,EGV Product,"₹2,615.34 "
2/28/2006,South,Jennifer,Office Depot,AHT Product,₹480.44 
2/28/2006,South,Sunshine,Sherman Williams,SBM Product,"₹9,163.05 "
3/3/2006,South,Sandy,Whole Foods,EGV Product,"₹8,199.96 "
3/4/2006,South,Yelena,Office Depot,EGV Product,₹211.31 
3/4/2006,South,Sunshine,Whole Foods,IQE Product,"₹7,079.03 "
3/5/2006,South,Roman,Sherman Williams,SBM Product,"₹1,010.59 "
3/5/2006,South,Amy,Google,SBM Product,₹617.94 
3/8/2006,South,Scott,Amazon.com,UWT Product,"₹3,638.64 "
3/9/2006,South,Jennifer,Office Depot,ABZ Product,"₹1,566.70 "
3/11/2006,South,Amy,Home Depot,LTX Product,"₹6,296.66 "
3/12/2006,South,Tatyana,Amazon.com,UWT Product,"₹2,577.06 "
3/13/2006,South,T-Do,Chevron,DVI Product,"₹3,230.65 "
3/13/2006,South,Nicole,Whole Foods,IQE Product,"₹9,658.43 "
3/15/2006,South,Sean,Google,ABZ Product,₹406.36 
3/16/2006,South,Dollie,Whole Foods,AHT Product,"₹1,643.42 "
3/16/2006,South,Roman,Nature Company,DVI Product,"₹1,324.57 "
3/18/2006,South,T-Do,McLendon's Hardware,LTX Product,"₹3,293.41 "
3/19/2006,South,Scott,Office Depot,FLS Product,"₹1,027.87 "
3/21/2006,South,Sean,Whole Foods,XTP Product,"₹7,766.52 "
3/21/2006,South,Yelena,McLendon's Hardware,UWT Product,₹76.76 
3/24/2006,South,Tatyana,Home Depot,DVI Product,"₹3,990.22 "
3/25/2006,South,T-Do,Whole Foods,SBM Product,"₹7,924.29 "
3/26/2006,South,Nicole,MrExcel.com,XTP Product,"₹1,238.65 "
3/26/2006,South,Svetlana,McLendon's Hardware,ABZ Product,"₹2,332.87 "
3/27/2006,South,Sandy,MrExcel.com,JVI Product,"₹1,737.49 "
3/27/2006,South,Olga,Office Depot,XTP Product,"₹6,942.88 "
3/28/2006,South,Yelena,Amazon.com,SBM Product,"₹7,392.78 "
3/29/2006,South,Dollie,Google,HQZ Product,"₹9,576.36 "
3/29/2006,South,Tatyana,Office Depot,SBM Product,"₹8,521.18 "
3/31/2006,South,Nicole,Sherman Williams,JVI Product,"₹6,400.28 "
4/1/2006,South,Sirima,Nature Company,EGV Product,"₹9,820.33 "
4/2/2006,South,Svetlana,McLendon's Hardware,XTP Product,"₹8,585.06 "
4/3/2006,South,Olga,Amazon.com,AHT Product,₹637.17 
4/4/2006,South,Sunshine,Google,JVI Product,"₹4,977.86 "
4/6/2006,South,Luke,Sherman Williams,LTX Product,"₹5,477.83 "
4/6/2006,South,Rhonda,Nature Company,FLS Product,"₹4,774.49 "
4/6/2006,South,T-Do,Amazon.com,ABZ Product,₹345.08 
4/7/2006,South,Sirima,MrExcel.com,LTX Product,"₹8,495.76 "
4/9/2006,South,Yelena,Office Depot,JVI Product,"₹2,643.39 "
4/11/2006,South,Amy,Chevron,LTX Product,₹278.52 
4/11/2006,South,T-Do,Whole Foods,IQE Product,"₹5,504.41 "
4/13/2006,South,Scott,Whole Foods,XTP Product,"₹5,803.25 "
4/13/2006,South,Stevie,Nature Company,SBM Product,"₹9,423.94 "
4/14/2006,South,Sandy,MrExcel.com,JVI Product,"₹7,607.92 "
4/14/2006,South,Sean,MrExcel.com,JVI Product,₹205.06 
4/16/2006,South,Roman,Whole Foods,FLS Product,₹225.00 
4/17/2006,South,Luke,Sherman Williams,UNQ Product,"₹9,022.14 "
4/17/2006,South,Stevie,Whole Foods,DVI Product,"₹5,102.99 "
4/18/2006,South,Sandy,Nature Company,AHT Product,"₹3,116.08 "
4/18/2006,South,Olga,McLendon's Hardware,UNQ Product,"₹1,797.07 "
4/19/2006,South,Yelena,MrExcel.com,UNQ Product,"₹5,166.36 "
4/20/2006,South,Amy,Home Depot,AHT Product,"₹7,912.26 "
4/22/2006,South,Tatyana,Sherman Williams,ABZ Product,"₹4,103.27 "
4/23/2006,South,T-Do,Sherman Williams,HQZ Product,"₹4,328.67 "
4/27/2006,South,Dollie,Office Depot,JVI Product,"₹1,545.30 "
4/30/2006,South,Stevie,Office Depot,SBM Product,"₹7,103.73 "
5/2/2006,South,Sandy,Chevron,FLS Product,"₹3,838.37 "
5/2/2006,South,Olga,Sherman Williams,IQE Product,"₹6,026.67 "
5/4/2006,South,Luke,McLendon's Hardware,EGV Product,₹196.09 
5/4/2006,South,Rhonda,Nature Company,HQZ Product,"₹3,613.76 "
5/4/2006,South,T-Do,Whole Foods,ABZ Product,"₹6,618.72 "
5/6/2006,South,Sirima,Chevron,HQZ Product,"₹8,337.90 "
5/7/2006,South,Sean,Whole Foods,LTX Product,"₹6,269.42 "
5/9/2006,South,Dollie,Sherman Williams,JVI Product,"₹9,804.98 "
5/9/2006,South,Roman,Nature Company,HQZ Product,"₹4,149.29 "
5/9/2006,South,Tatyana,Office Depot,XTP Product,"₹3,381.35 "
5/13/2006,South,Sirima,Sherman Williams,IQE Product,"₹1,051.07 "
5/15/2006,South,Svetlana,Google,JVI Product,"₹8,726.19 "
5/15/2006,South,Sandy,McLendon's Hardware,EGV Product,"₹9,247.19 "
